probIn scale
0.3469872 3.296728
0.3483903 3.27238
0.352732 3.051976
0.3525643 2.879698
0.3145325 2.844255
0.3157994 2.722208
0.3382882 2.668047
0.3449377 2.645941
0.3558572 2.592512
0.3758479 2.580325
0.3643797 2.477249
0.3279628 2.440939
0.3149055 2.418833
0.3328839 2.347318
0.3218632 2.244932
0.3133713 2.238124
0.3073427 2.324303
0.3371422 2.487407
0.323754 2.459174
0.3658561 2.476683
0.3903729 2.59125
0.3502177 2.649005
0.3287458 2.698226
0.3397892 2.666701
0.3301958 2.684819
0.3263509 2.697591
0.2886485 2.755294
0.2924939 2.766053
0.2581646 2.843691
0.226348 2.983758
0.2542636 2.894925
0.2812463 2.789871
0.2706209 2.795928
0.2916992 2.840134
0.2937333 3.031906
0.2901976 3.030142
0.2335122 3.153996
0.2309783 3.122532
0.222676 3.127522
0.2310217 3.168529
0.2171979 3.189911
0.2341096 3.111869
0.2480609 3.112412
0.262695 3.18932
0.2611662 3.216245
0.2750623 3.239258
0.2628877 3.516665
0.2863132 3.537056
0.3438379 3.566253
0.3774287 3.322671
0.3693852 3.399499
0.3451331 3.36503
0.3693271 3.132073
0.3353155 3.253921
0.31666 3.409408
0.297862 3.501514
0.2595409 3.404053
0.2601817 3.408009
0.2448123 3.286903
0.2938491 3.289789
0.2941545 3.299223
0.3170895 3.340405
0.2944806 3.338757
0.3173667 3.407647
0.3784795 3.376919
0.4009287 3.208446
0.352731 3.148262
0.3660401 3.37242
0.3776861 3.634958
0.4249465 4.068624
0.398601 3.984012
0.4110763 3.934831
0.4362079 4.096098
0.4381348 4.120596
0.4214304 4.224158
0.4189016 4.326591
0.455653 4.380768
0.4378022 4.550125
0.432298 4.438107
0.3940429 4.360785
0.3623487 4.542052
0.3709782 4.665705
0.3423001 4.625139
0.353385 4.779558
0.3795014 4.732209
0.3692648 4.603612
0.3302477 4.474395
0.3283469 4.467272
0.3028315 4.407461
0.3004856 4.392496
0.3182021 4.496534
0.3149135 4.408384
0.3227341 4.517832
0.3242473 4.435087
0.3356529 4.127345
0.3107808 4.244052
0.3246421 4.213912
0.2736812 4.132939
0.3128494 3.994713
0.3115255 4.246689
0.3129482 4.2404
0.3354939 4.416435
0.3544294 4.514088
0.3499963 4.509476
0.3826366 4.614307
0.348442 4.420987
0.3414825 4.269629
0.3640946 4.389108
0.339972 4.06499
0.3099524 4.202752
0.3667279 4.053299
0.3499184 3.871259
0.3294909 3.71449
0.3855854 3.787014
0.3918287 3.73994
0.3656013 3.939662
0.3319199 3.790777
0.3597788 3.558949
0.3570633 3.510597
0.376064 3.578251
0.3393417 3.622016
0.3130884 3.741932
0.3575413 3.709556
0.3256875 3.498258
0.3800748 3.331138
0.38679 3.447245
0.3694891 3.436431
0.3953646 3.467942
0.3778053 3.424858
0.3576419 3.639699
0.3545592 3.739432
0.353038 3.839203
0.3581475 3.738389
0.379519 3.599744
0.3720867 3.528625
0.3485628 3.706703
0.3820848 3.67671
0.4402745 3.837587
0.4510414 3.723098
0.4418376 3.591469
0.4462313 3.617104
0.4622463 3.614271
0.4692461 3.601833
0.5187138 3.302961
0.5096192 3.200694
0.4872497 3.167366
0.4681226 3.160327
0.4284123 3.072939
0.4011389 2.965622
0.4155586 3.181366
0.4483159 3.317119
0.3769828 3.233329
0.3649631 3.137176
0.3747726 3.238052
0.3505718 3.057406
0.3212155 3.02868
0.2960387 2.946524
0.3024058 2.876957
0.3463143 2.839616
0.3596183 2.862818
0.3961215 3.014179
0.3806484 2.999231
0.3994195 2.9857
0.4173498 2.9997
0.3845246 3.126574
0.4038939 3.083642
0.4346343 3.000492
0.4025706 3.04895
0.4196777 3.134916
0.4540565 3.112148
0.3875988 3.123834
0.4544443 3.23009
0.4677884 3.263026
0.4616965 3.360087
0.4707114 3.293748
0.4517324 3.217141
0.4571 3.299579
0.4447062 3.313873
0.4686041 3.469548
0.4625426 3.455504
0.4526829 3.294753
0.4313553 3.13676
0.4308465 3.186659
0.43267 3.144691
0.3775689 3.169049
0.3695661 3.263176
0.3799607 3.294739
0.3529693 3.298773
0.3450817 3.42594
0.3386837 3.674446
0.3543793 3.906304
0.3612892 4.066346
0.3655465 4.429565
0.3493752 4.311712
0.3172524 4.384867
0.3206868 4.236857
0.377249 4.316244
0.3307802 4.37538
0.335103 4.431165
0.2629263 4.368475
0.270655 4.337083
0.2977861 4.265883
0.3109933 4.362852
0.279069 4.398643
0.2904662 4.283337
0.2494843 4.145207
0.2202134 4.255738
0.2484888 4.397244
0.2750532 4.650903
0.2931247 4.675539
0.3051658 4.813129
0.2874739 4.613061
0.2816973 4.4595
0.2873325 4.53612
0.2644786 4.446213
0.2636114 4.431587
0.2980796 4.281386
0.2906154 4.281273
0.3220348 4.270669
0.3525485 4.44829
0.365539 4.742031
0.3890863 4.864171
0.3703996 4.629148
0.3721381 4.750107
0.3795324 4.736374
0.3438341 4.830503
0.3347565 4.708648
0.3569499 4.895803
0.3241139 4.941504
0.2949109 5.129663
0.2813169 5.070084
0.2990067 5.097589
0.309421 4.962956
0.3156279 4.800007
0.2889764 5.045201
0.337416 5.091103
0.3532853 4.883906
0.3516382 4.79096
0.3603088 4.586149
0.3603472 4.86382
0.3546188 4.761959
0.3342358 4.474415
0.3752864 4.265026
0.3840035 4.187583
0.3893971 4.059715
0.4116484 4.072182
0.4381262 4.133013
0.4832612 4.081594
0.472819 4.225435
0.4877571 4.265181
0.4599586 4.462678
0.4369589 4.234338
0.4241166 4.281523
0.4326466 4.371307
0.4223128 4.096378
0.4233084 4.318392
0.4286609 4.060545
0.4158214 3.800177
0.3359149 3.856513
0.306529 3.956301
0.296621 4.148929
0.3079874 4.289296
0.3022877 4.186985
0.3012714 4.097823
0.3128031 4.39383
0.2726591 4.29128
0.2569241 4.153374
0.2701967 4.311737
0.2804041 4.459792
0.3239967 4.571981
0.3131449 4.589957
0.2977202 4.437731
0.315679 4.309278
0.3262167 4.46297
0.2765778 4.297722
0.2982408 4.345164
0.2989908 4.603668
0.2999708 4.495206
0.268584 4.802525
0.2451209 4.538976
0.2563672 4.537976
0.2511673 4.938676
0.2621804 5.016492
0.2731319 5.006002
0.3047672 4.838785
0.2868521 4.761733
0.2827097 4.632044
0.3218357 4.640303
0.3181715 4.58968
0.3242168 4.829408
0.3829738 4.752013
0.4350672 5.021481
0.4147877 4.938114
0.4554785 4.702159
0.4729669 4.559217
0.4701683 4.257155
0.5245782 4.21122
0.4743054 3.940458
0.4756727 3.924828
0.4737898 4.040388
0.4258283 3.877915
0.4427781 3.875997
0.4232214 3.779434
0.423085 3.737642
0.3951588 3.728437
0.3594038 3.625242
0.357003 3.372744
0.3799725 3.516569
0.4015048 3.391377
0.4142171 3.315872
0.3974721 3.293531
0.4171092 3.369113
0.4303437 3.339142
0.4095732 3.337858
0.4034558 3.469768
0.4853265 3.490165
0.5086504 3.520473
0.4896093 3.49146
0.4664094 3.574181
0.469261 3.710152
0.4714741 3.935259
0.4412165 3.733483
0.394045 3.744631
0.3546786 3.859014
0.3601005 3.756855
0.3714511 3.723523
0.3117219 3.776803
0.3670512 3.61751
0.3700487 3.531681
0.3278005 3.643589
0.3219988 3.741709
0.3373709 3.722281
0.3091261 3.624936
0.3133532 3.564248
0.2789569 3.43478
0.2571339 3.327833
0.2421388 3.382282
0.2491427 3.197767
0.2638695 3.462243
0.2641574 3.318142
0.2686778 3.390131
0.2329004 3.530624
0.2661276 3.541386
0.2337439 3.823725
0.2696381 3.62245
0.2789364 3.572736
0.288113 3.673139
0.2835545 3.586205
0.2824113 3.631704
0.2450374 3.714754
0.2585412 3.910205
0.3274725 3.992342
0.3120952 4.055897
0.3641053 3.729041
0.3886693 3.68424
0.4072462 3.786067
0.3683289 3.731123
0.3540969 3.689675
0.3821949 3.521019
0.3905891 3.585927
0.3652274 3.317417
0.3513799 3.083756
0.3669274 3.231396
0.4015577 3.349049
0.413229 3.455242
0.3713824 3.124342
0.3837892 2.983372
0.3885177 3.082204
0.3668298 3.126548
0.3802778 3.353844
0.3934575 3.442191
0.4029483 3.395554
0.363447 3.358078
0.34147 3.331593
0.3055939 3.380794
0.335606 3.340332
0.3460443 3.557771
0.3678795 3.68183
0.3583266 3.711497
0.3277985 3.435418
0.311179 3.458888
0.3160478 3.294171
0.3077743 3.400236
0.255907 3.344805
0.2192609 3.424951
0.2217569 3.527354
0.2485576 3.380467
0.2796913 3.671538
0.3006296 3.724456
0.2877214 3.718844
0.2584945 3.543823
0.2644435 3.637302
0.2384831 3.493356
0.2531574 3.48679
0.2058219 3.584279
0.2228591 3.296552
0.2088932 3.309966
0.2033356 3.359855
0.1899548 3.300463
0.1894146 3.403328
0.1808156 3.305429
0.1512716 3.276774
0.1472387 3.231544
0.1644948 3.204986
0.1656836 3.233804
0.1365849 3.105094
0.1600731 3.218859
0.1574377 3.371552
0.1490855 3.430102
0.1557165 3.566657
0.1984779 3.708555
0.2512038 3.675405
0.2201114 3.520209
0.250571 3.373777
0.2405188 3.530349
0.2409233 3.921505
0.2135571 3.72675
0.2065306 3.649401
0.2125064 3.633414
0.204319 3.630579
0.2442721 3.617426
0.2289905 3.484897
0.2294518 3.373689
0.2911536 3.491865
0.2941257 3.46987
0.3185338 3.571331
0.3622166 3.708766
0.4004432 3.567432
0.4247708 3.542227
0.4188568 3.582295
0.4654606 3.605305
0.4541696 3.709478
0.4548553 3.706743
0.4606586 3.581577
0.4721894 3.606885
0.45116 3.583332
0.4583719 3.392228
0.4458228 3.351118
0.4479795 3.305252
0.4267571 3.221195
0.4044334 3.333913
0.3988493 3.437084
0.4033698 3.479379
0.3715192 3.533871
0.3932241 3.629315
0.432505 3.56375
0.4508814 3.455418
0.4867871 3.491943
0.5363681 3.799427
0.529888 3.819691
0.5278922 3.790472
0.5296888 3.816336
0.5045836 3.581405
0.4405761 3.522391
